dcontributor,dsubjecs,dtitle,Year
沈能虎;陈树棠;马建忠,严潆;仁济和保险公司;保险;唐德熙;太古洋行;曾国荃;洋行;股票;轮船招商局;运费;金利源码头,盛宣怀致马建忠、沈能虎、陈树棠函（3）,1885-1889
沈能虎;陈树棠;马建忠,仁济和保险公司;保险;利息;怡和洋行;旗昌洋行;李鸿章;洋地;轮船招商局;运费,盛宣怀致马建忠、沈能虎、陈树棠函（1）,1885-1889
沈能虎;陈树棠;马建忠,社交;管理;股票;轮船招商局;运输,盛宣怀致马建忠、沈能虎、陈树棠函（8）,1885-1889
沈能虎;陈树棠;马建忠,严潆;怡和洋行;李鸿章;洋行;财务;轮船招商局;运费,盛宣怀致马建忠、沈能虎、陈树棠函（7）,1885-1889
沈能虎;陈树棠;马建忠,股票;财务;轮船招商局,盛宣怀致马建忠、沈能虎、陈树棠函（8）,1885-1889
[沈梅西],九江招商局;太古洋行;怡和洋行;洋行;财务;轮船招商局;运费,盛宣怀致[沈梅西]函,1885-1889
沈梅西,太古洋行;怡和洋行;洋行;财务;轮船招商局,盛宣怀致沈梅西函,1885-1889
沈梅西,九江招商局;太古洋行;怡和洋行;洋行;轮船招商局;运费;运输,盛宣怀致沈梅西函,1885-1889
沈梅西,九江招商局;股票;财务;轮船招商局;运费,盛宣怀致沈梅西函,1885-1889
沈梅西,太古洋行;怡和洋行;洋行;财务;轮船招商局;运费,盛宣怀致沈梅西函,1885-1889
黄小舫,九江招商局;太古洋行;怡和洋行;洋行;轮船招商局;运费,盛宣怀致黄小舫函,1885-1889
沈梅西,九江招商局;太古洋行;怡和洋行;洋行;轮船招商局;运输,盛宣怀致沈梅西函,1885-1889
沈梅西,太古洋行;洋行;财务;轮船招商局,盛宣怀致沈梅西函,1885-1889
沈梅西,太古洋行;怡和洋行;洋行;财务;轮船招商局;运费,盛宣怀致沈梅西函,1885-1889
沈梅西,财务;轮船招商局;运费;黄小舫,盛宣怀致沈梅西函,1885-1889
朱格仁;沈能虎;马建忠,仁济和保险公司;唐廷枢;开平矿务;财务;轮船招商局,盛宣怀致马建忠、沈能虎、朱格仁函（2）,1885-1889
[陈宝秋],李湘浦;轮船招商局;运输,盛宣怀致[陈宝秋]函,1885-1889
岑春煊,借贷;卢洪旭;商会;李宗链;电报;芜湖县;财务;赈济;采办;铁路,盛宣怀致岑春煊函,1885-1889
庄赓良,岑春煊;李宗链;社交,盛宣怀致庄赓良函,1885-1889
刘锡仁;管遹成,临淄县;乐安县;博兴县;寿光县;汪春宇;赈济;高苑县,盛宣怀复管遹成、刘锡仁函,1885-1889
胡良驹,山东;捐赈,盛宣怀复胡良驹函,1885-1889
？,博兴县;山东;广济轮;粮食;经文;赈济;运输;高苑县,盛宣怀致？函,1885-1889
旗昌洋行,旗昌洋行;漕运;轮船招商局;运输;黄建莞,盛宣怀致旗昌洋行函,1885-1889
谢家福,严潆;人事;唐德熙;徐润;怡和洋行;朱其诏;李鸿章;沈能虎;洋行;轮船招商局,盛宣怀复谢家福函,1885-1889
王鹿峯,典当;大有恒钱庄;抵押;苏州;轮船招商局,盛宣怀致王鹿峯函,1885-1889
,天津府;工部局;德国;房地产;租界;租贷;美国;英国;轮船招商局;领事,盛宣怀拟复总理衙门函稿,1885-1889
[王叔蕃],商务;轮船招商局;运费,盛宣怀致[王叔蕃]函,1885-1889
[朱其莼];[王叔蕃];[费辅臣],管理;财务;轮船招商局,盛宣怀致[朱其莼]、[王叔蕃]、[费辅臣]函,1885-1889
费辅臣,朱其莼;王叔蕃;轮船招商局,盛宣怀致费辅臣函,1885-1889
朱其莼,赈济,盛宣怀致朱其莼函,1885-1889
朱其莼,捐赈;杨廷杲;轮船招商局,盛宣怀致朱其莼函,1885-1889
朱其昂;费辅臣,江苏;浙江;漕务;财务;轮船招商局,盛宣怀致朱其昂、费辅臣函,1885-1889
朱其莼;费辅臣,人事;屠文鑑;符庭斡;薪俸;轮船招商局;金利源码头,盛宣怀致朱其莼、费辅臣函,1885-1889
朱其莼,保大轮;轮船招商局;马建忠,盛宣怀致朱其莼函,1885-1889
朱其莼,朱其诏;王叔蕃;费辅臣;轮船招商局;金利源码头,盛宣怀致朱其莼函,1885-1889
王叔蕃,施紫卿;汉口;管理;轮船招商局;马建忠,盛宣怀致王叔蕃函,1885-1889
黄建笎,价格;保险;天津;开平煤矿;电报局,盛宣怀致黄建笎函（1）,1885-1889
黄建笎,吉林;机器局;经费;财务;龚鲁翁,盛宣怀致黄建笎函（9）,1885-1889
黄建笎,保险局;广济轮;机器;矿务;赈济;轮船招商局,盛宣怀致黄建笎函（9）,1885-1889
黄建笎,唐廷枢;朱杨仁;煤;财务;赈济;轮船招商局,盛宣怀致黄建笎函（10）,1885-1889
黄建笎,中外关系;丰顺轮;事故;保险;德国;税务司;蔚霞;轮船招商局,盛宣怀致黄建笎函,1885-1889
黄建笎,严潆;广济轮;漕务;租借;胡云翁;财务;轮船招商局;运费;运输,盛宣怀致黄建笎函（12）,1885-1889
黄建笎,广济轮;机器;赈济;轮船招商局,盛宣怀致黄建笎函（13）,1885-1889
黄建笎,严潆;广济轮;漕务;财务;赈济;轮船招商局,盛宣怀致黄建笎函,1885-1889
黄建笎,沈能虎;轮船招商局;马建忠,盛宣怀致黄建笎函（15）,1885-1889
黄建笎,严潆;利息;天津;练饷;袁敬生;财务;轮船招商局,盛宣怀致黄建笎函（16）,1885-1889
黄建笎,仁济和保险公司;保险;公司;唐廷枢;开平矿务;轮船招商局,盛宣怀致黄建笎函（17）,1885-1889
黄建笎,保险;太古洋行;开平煤矿;怡和洋行;洋行;财务;轮船招商局,盛宣怀致黄建笎函（2）,1885-1889
黄建笎,山东;李树滋;轮船招商局,盛宣怀致黄建笎函（18）,1885-1889
黄建笎,中外关系;朝鲜;财务,盛宣怀致黄建笎函（19）,1885-1889
张振棨;黄建笎,天津;山东;江苏;浙江;湖北;漕务;物价;赈济;轮船招商局,盛宣怀致黄建笎、张振棨函,1885-1889
黄建笎,严潆;财务;轮船招商局,盛宣怀致黄建笎函（20）,1885-1889
黄建笎,仁济和保险公司;公司;唐廷枢;开平煤矿;社交;轮船招商局,盛宣怀致黄建笎函,1885-1889
黄建笎,翁同爵;货币;轮船招商局;运输,盛宣怀致黄建笎函（21）,1885-1889
黄建笎,股票;赈济;轮船招商局,盛宣怀致黄建笎函（22）,1885-1889
黄建笎,山东;机器;机器局;轮船招商局,盛宣怀致黄建笎函（23）,1885-1889
黄建笎,东华录;价格;保险;图书;天津;粮食;赈济;轮船招商局;马建忠,盛宣怀致黄建笎函（24）,1885-1889
黄建笎,仁济和保险公司;价格;保险;公司;天津;开平煤矿;水灾;江苏;浙江;湖南;煤;电报局;粮食;股票;财务,盛宣怀致黄建笎函（25）,1885-1889
黄建笎,严潆;关务;唐德熙;太古洋行;山东;张振棨;怡和洋行;杨廷皋;轮船招商局,盛宣怀致黄建笎函（3）,1885-1889
黄建笎,保险;借贷;刘芗翁;叶子晋;图书;码头;轮船招商局,盛宣怀致黄建笎函（26）,1885-1889
黄建笎,公务;军需;张次韩;轮船招商局,盛宣怀致黄建笎函（27）,1885-1889
黄建笎,山东;经元善;赈济,盛宣怀致黄建笎函（28）,1885-1889
黄建笎,借贷;山东;张曜;汇票;蔚长原;赈济;轮船招商局,盛宣怀致黄建笎函（29）,1885-1889
黄建笎,刘献翁;机器;杨廷皋;汇票;津海关;税务;财务,盛宣怀致黄建笎函（30）,1885-1889
黄建笎,太古洋行;山东;张曜;怡和洋行;李鸿章;洋行;袁世凯;财务;赈济;轮船招商局;马建忠,盛宣怀致黄建笎函（31）,1885-1889
黄建笎,电报局;财务;轮船招商局,盛宣怀致黄建笎函（32）,1885-1889
黄建笎,何雨生;元丰玖;天津;山东;捐赈;汇票;电报局;票号;蔚盛长,盛宣怀致黄建笎函（33）,1885-1889
黄建笎,唐廷枢;开平煤矿;朱格仁;煤;赈济;轮船招商局;马建忠,盛宣怀致黄建笎函（4）,1885-1889
黄建笎,图书;赈济,盛宣怀致黄建笎函（5）,1885-1889
张振棨;黄建笎,天津;杨炳森;赈济;轮船招商局,盛宣怀致黄建笎、张振棨函,1885-1889
黄建笎,严潆;中外关系;朝鲜;袁世凯;财务;轮船招商局,盛宣怀致黄建笎函（6）,1885-1889
黄建笎,价格;保险;唐廷枢;开平煤矿;煤;财务;轮船招商局,盛宣怀致黄建笎函（7）,1885-1889
黄建笎,保险;周馥;唐廷枢;山东;普济轮;租借;轮船招商局;运费;陈敬亭,盛宣怀致黄建笎函（8）,1885-1889
满德,军需;天津;泰来洋行;洋行,盛宣怀致满德函,1885-1889
爱格尔,上海;利息;股票;轮船招商局,盛宣怀复爱格尔函,1885-1889
陈树棠,斐大中;李鸿章;织布局;股票,盛宣怀致陈树棠函,1885-1889
盛宙怀,上海;信义洋行;原料;瑞生洋行;电报局;秦姬;苏州,盛宣怀致盛宙怀函,1885-1889
谢家福;马建忠,吴瑞生;商人;广东;澎湖厅;税务;米;给养粮秣;芜湖关;蠲免;轮船招商局;运输;采办,盛宣怀致马建忠、谢家福函,1885-1889
经元善,商务;天津府;电线;直隶;谢家福;赈济;轮船招商局;郑观应,盛宣怀致经元善函,1885-1889
谢家福,木材;李阑生;浙江;电报局;运输;铜;铸钱,盛宣怀致谢家福函,1885-1889
谢家福,人事;王廷琛;电报局,盛宣怀致谢家福函,1885-1889
谢家福,借贷;安徽;官款;房屋;电报局;股票,盛宣怀致谢家福函,1885-1889
谢家福,台湾;川石山;电信工程;电报局;福建,盛宣怀致谢家福函,1885-1889
经元善;谢家福,朝鲜;电信工程;电报局,盛宣怀致经元善、谢家福函,1885-1889
谢家福,丁柏卿;上海机器织布局;事故;保大轮;保险;同文书局;徐润;电报局;轮船招商局;邬廷椿;马建忠,盛宣怀致谢家福函,1885-1889
谢家福,东海关;借贷;杨廷皋;汇丰银行;灾害;电报局;经元善;赈济,盛宣怀致谢家福函,1885-1889
谢家福,严作霖;人事;吴大澂;山东;张之洞;张曜;捐输;穆图善;赈济;轮船招商局,盛宣怀致谢家福函,1885-1889
经元善;谢家福,上海;安徽;张曜;捐赈;杨昌濬;灾害,盛宣怀致谢家福、经元善函,1885-1889
谢家福,上海;东海关;借贷;安徽;捐赈;湖北;灾害;财务,盛宣怀致谢家福函,1885-1889
谢家福,丁柏卿;严潆;同文书局;图书;家族事务;徐润;抵押;游桂馨;湖北;漕务;赈济;轮船招商局;马建忠,盛宣怀致谢家福函,1885-1889
经元善;谢家福,东海关;刘秉璋;捐赈;电报局;程寿山;荐举,盛宣怀致经元善、谢家福函,1885-1889
谢家福,奖赏;山东;张锦标;电信工程;电报局,盛宣怀致谢家福函,1885-1889
经元善;谢家福,山东;电报局;荐举;财务;赈济,盛宣怀致经元善、谢家福函,1885-1889
姚岳度,图书;济南电报局;电报;萧镇坤;解款;财务;赈务;销售,盛宣怀致姚岳度函,1885-1889
杨廷杲,公账房;山东;机器;汇兑;物料;盛宣怀;财务;采购;黄建笎,盛宣怀致杨廷杲函,1885-1889
谢家福,上海电报学堂;保险;江苏;轮船招商局,盛宣怀致谢家福函,1885-1889
谢家福,上海协赈公所;山东;电报局;赈济;轮船招商局,盛宣怀致谢家福函,1885-1889
林椿,借贷;利息;商务;缫丝局;银行,盛宣怀致林椿函,1885-1889
包赉德,仪制案件;兵丁;对外关系;斗殴案件;烟台;美国,盛宣怀致包赉德函,1885-1889
怡和洋行,怡和洋行;满德;物价;物料;电报局;财务;采办,盛宣怀致怡和洋行函,1885-1889
单副领事,会见;对外关系;德国;烟台;领事,盛宣怀复德国单副领事函,1885-1889
信义洋行,信义洋行;修建;合同;山东;张曜;户部;炮;炮台;盛宙怀;采办,盛宣怀致信义洋行函,1885-1889
比利时领事？,勘探;合同;外籍工师;比利时;矿务;荐举;薪俸,盛宣怀致比利时领事？函,1885-1889
泰来洋行,泰来洋行;物料;电报;采办,盛宣怀致泰来洋行函,1885-1889
席志？,泰来洋行;物料;电报;采办,盛宣怀致席志？函,1885-1889
,修建;台湾;大东电报公司;电报;电报局;福州府;通信线路,盛宣怀复香港大东公司总办直德函,1885-1889
上海怡和洋行,仁济和保险公司;怡和洋行;朱宝奎;满德;物料;电报局;财务;采办,盛宣怀致上海怡和洋行函,1885-1889
[林椿],土地;外籍工师;李鸿章;法国;海防;电报;白乃富（比）;矿务;轮船招商局;通信线路,盛宣怀复[林椿]函,1885-1889
穆和德,关税;出口;图书;李鸿章;社交;茶叶,盛宣怀复穆和德函,1885-1889
法兰西银行费尚利,借贷;外债;工厂;法兰西银行;法国;烟台缫丝局;纺织;银行,盛宣怀致法兰西银行费尚利函,1885-1889
林椿,借贷;外债;工厂;法兰西银行;法国;烟台缫丝局;纺织;轮船;采办;银行,盛宣怀致林椿函,1885-1889
松延玹,外国商人;日本;物价;物料;电报;采办,盛宣怀致松延玹函,1885-1889
恒宁生;直德,印度;物料;电报;财务;越南;采办,盛宣怀致恒宁生、直德函,1885-1889
德威尼,勘察;山东;张曜,盛宣怀致德威尼函,1885-1889
林椿,借贷;外债;张曜;文牍处理;法兰西银行;法国;费尚利;银行,盛宣怀致林椿函,1885-1889
林椿,日本;物价;采办;铜,盛宣怀致林椿函,1885-1889
松延玹,日本;物价;采办;铜,盛宣怀复松延玹函,1885-1889
松延玹,日本;电报;电线;采办,盛宣怀复松延玹函,1885-1889
松延玹,日本;烟台;田代助作（日）;采办;铅;铜,盛宣怀致松延玹函,1885-1889
松延玹,日本;烟台;运输;采办;铜,盛宣怀致松延玹函,1885-1889
四达尔祚福,俄国;博来;恰克度;拉德仁（俄）;李鸿章;电信工程;电报;萨宝实洋行,盛宣怀致四达尔祚福函,1885-1889
拉德仁,俄国;博来;恰克度;李鸿章;电信工程;电报;萨宝实洋行,盛宣怀致拉德仁函,1885-1889
穆和德,东海关;津海关;烟税,盛宣怀致穆和德函,1885-1889
松延玹,关税;敦贺丸轮;日本;物料;电报;采办,盛宣怀复松延玹函,1885-1889
电报局委员穆法佩,关税;日本;松延玹（日）;物料;电报;电报局;采办,盛宣怀致电报局委员穆法佩函,1885-1889
松延玹,日本;物料;田代助作（日）;电报;电报局;采办;铜,盛宣怀复松延玹函,1885-1889
王继善,北京;张謇;烟台;电报局,盛宣怀复王继善函,1885-1889
王继善,云南;台湾;广东;电报;电报局;贵州,盛宣怀致王继善函,1885-1889
王继善,上海;叔英;张楚生;总理各国事务衙门;李鸿章;烟台;电报局;薪俸,盛宣怀致王继善函,1885-1889
王继善,瑞沅;瑞洵;瑞澂;电报局,盛宣怀致王继善函,1885-1889
王继善,天津;奕劻;廖仲山;张之洞;李鸿章;甘肃;电报局;直隶;陕西,盛宣怀致王继善函,1885-1889
王继善,北京;同文书局;朱虎臣;电报局,盛宣怀致王继善函,1885-1889
王继善,上海;图书集成;小清河;杨虞棠;河工;烟台,盛宣怀致王继善函,1885-1889
王继善,二十四史;电报局;缪小山;黄慎之,盛宣怀致王继善函,1885-1889
王继善,兵饷;张楚生;徐子京;烟台;电报局;通州,盛宣怀致王继善函,1885-1889
王继善,电报局;经费,盛宣怀致王继善函,1885-1889
王继善,余逸斋;李鸿章;电报局;电线;直隶,盛宣怀致王继善函,1885-1889
王继善,冒小山;川资;电报局,盛宣怀致王继善函,1885-1889
王继善,李贵献;诉讼;赈济,盛宣怀致王继善函,1885-1889
王继善,电报局;赈济,盛宣怀致王继善函,1885-1889
翼傅,丹麦;九江;甘笛;电报局,盛宣怀复翼傅函,1885-1889
杨子萱,丰顺轮;泰亨源;烟台;盛宣怀;财务,盛宣怀致杨子萱函,1885-1889
盛钟岐,久大典;公账房;典当;汪金;济大典;济昌典;王永坊;程禹阶;财务,盛宣怀复盛钟岐函,1885-1889
宋宝堃;汪金,公账房;典当;范永昌;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,严潆;公账房;典当;园林;建筑工程;杨廷杲;济美典;济顺典;留园;票号;股票;财务;赈济,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,严潆;公账房;典当;济美典;电报局;盛康;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;杨廷杲;汇兑;财务;钱庄,盛宣怀致汪金、宋宝堃函,1885-1889
汪金,久大典;公账房;典当;杨廷杲;济大典;范永昌;财务,盛宣怀致汪金函,1885-1889
宋宝堃;汪金,公账房;典当;军饷经费;煤;练军;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;典当;军饷经费;大亨典;大德典;广大典;益济典;练军;肇大典;肇广典;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;典当;永丰典;济美典;票号;范永昌;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;典当;大有恒钱庄;杨廷杲;财务;钱庄,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;典当;财务,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公济益官银号;公账房;典当;图书;官银号;济顺典;物价;票号;肇大典;苏州府;财务;费屺怀;钱庄,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;典当;利息;土地;江阴县;济大典;艺术;财务;费屺怀,盛宣怀致汪金、宋宝堃函,1885-1889
宋宝堃;汪金,公账房;房地产;财务,盛宣怀致汪金、宋宝堃函,1885-1889
烟台电报局？便,东海关;周冕;学生;杂支;烟台电报局;电报局;营口厅,盛宣怀致烟台电报局？便函,1885-1889
[李鸿章],上海;公司;大北公司;电报局;电码,盛宣怀上[李鸿章]禀,1885-1889
洪子彬,仁川;唐绍仪;工匠;张明轩;朝鲜;电报局,盛宣怀致洪子彬函,1885-1889
席志前,上海;信义洋行;天津;江海关;洋行;铅;香港,盛宣怀致席志前函,1885-1889
黄祖络,信义洋行;洋行;津海关;采办;铅;香港,盛宣怀致黄祖络函,1885-1889
沈能虎;马建忠,严瀠;唐德熙;李鸿章;沈能虎;烟台;电报;股票;轮船招商局,盛宣怀致马建忠、沈能虎函,1885-1889
沈能虎;马建忠,仁济;叶成忠;广济;徐雨记;李鸿章;银;马建忠;黄大兴,盛宣怀致马建忠、沈能虎函,1885-1889
崧椿,礼仪,盛宣怀、马建忠致崧椿函,1885-1889
？,公用事业;博怡生;工匠;物料,盛宣怀致？函,1885-1889
[盛宙怀],物料;电报局;运输,盛宣怀致[盛宙怀]函,1885-1889
黄小舫,翻译;茶;财务,盛宣怀致黄小舫函,1885-1889
黄小舫,医疗;合同;商务;经理;请假;运费,盛宣怀致黄小舫函,1885-1889
黄小舫,股票;财务;运费,盛宣怀致黄小舫函,1885-1889
黄小舫等,九江府;房地产;清册;管理;财务,盛宣怀致黄小舫等函,1885-1889
黄小舫,茶;请假;运费,盛宣怀致黄小舫函,1885-1889
施肇英;黄小舫,机器;船只;茶;运费;银,盛宣怀致施肇英、黄小舫函,1885-1889
黄小舫等,码头;船只;运费;银,盛宣怀致黄小舫等函,1885-1889
黄小舫等,船只;茶;运费;银,盛宣怀致黄小舫等函,1885-1889
